Name,Ticker,"Sub-Sector","Market Cap","Percentage Buy Reco’s","Percentage Upside","No. of analysts with buy reco","Percentage Sell Reco's","Percentage Hold Reco's","Total no. of analysts"
Astron Multigrain Ltd,ASTRONMULT,"Packaged Foods & Meats","15.566",,,,,,
Impex Ferro Tech Ltd,IMPEXFERRO,"Iron & Steel","15.563893908","0",,"0","0","0",
Khandelwal Extractions Ltd,ZKHANDEN,"Packaged Foods & Meats","15.539828","0",,"0","0","0",
Tata Gold Exchange Traded Fund,TATAGOLD,"Gold","15.477397736000002","0",,"0","0","0",
VR Films & Studios Ltd,VRFILMS,"Movies & TV Serials","15.47616","0",,"0","0","0",
HDFC Nifty100 Quality 30 ETF,HDFCQUAL,"Equity","15.473633508","0",,"0","0","0",
Edelweiss Nifty 1D Rate Liquid ETF - Growth,ELIQUID,"Debt","15.470624856",,,,,,
Source Industries (India) Ltd,SOURCEIND,"Textiles","15.462617159999999",,,"0","0","0","0"
Mehta Integrated Finance Ltd,MEHIF,"Diversified Financials","15.425","0",,"0","0","0",
Motilal Oswal BSE Enhanced Value ETF,MOVALUE,"Equity","15.415333668","0",,"0","0","0",
Winsome Yarns Ltd,WINSOME,"Textiles","15.414175922","0",,"0","0","0",
Suryo Foods and Industries Ltd,SURFI,"Packaged Foods & Meats","15.40539","0",,"0","0","0",
Zerodha Nifty 8-13 Yr G-Sec ETF,LTGILTCASE,"Debt","15.390037146000001",,,,,,
Eastern Treads Ltd,EASTRED,"Tires & Rubber","15.3794931","0",,"0","0","0",
Tulasee Bio-Ethanol Ltd,TULASEEBIOE,"Renewable Energy","15.3515255","0",,"0","0","0",
Kkalpana Plastick Ltd,KKPLASTICK,"Plastic Products","15.341684625","0",,"0","0","0",
Jaipan Industries Ltd,JAIPAN,"Home Electronics & Appliances","15.3410976","0",,"0","0","0",
Adhata Global Ltd,MVCOTSP,"Building Products - Others","15.325375","0",,"0","0","0",
Inspire Films Ltd,INSPIRE,"Movies & TV Serials","15.310461375","0",,"0","0","0",
Sarda Proteins Ltd,SRDAPRT,"Packaged Foods & Meats","15.308733",,,"0","0","0","0"
DSP Nifty IT ETF,ITADD,"Equity","15.257534669999998","0",,"0","0","0",
BIL Vyapar Limited,BILVYAPAR,"Conglomerates","15.24396105","0",,"0","0","0",
Sreechem Resins Ltd,SRECR,"Commodity Chemicals","15.2376","0",,"0","0","0",
Nippon India ETF Nifty 100,NIF100BEES,"Equity","15.236106209999999","0",,"0","0","0",
7NR Retail Ltd,7NR,"Apparel & Accessories","15.2356992","0",,"0","0","0",
Vashishtha Luxury Fashion Ltd,VASHISHTHA,"Apparel & Accessories","15.227013438",,,,,,
Kallam Textiles Ltd,KALLAM,"Textiles","15.156631294","0",,"0","0","0",
RSC International Ltd,RSCINT,"Textiles","15.0699637","0",,"0","0","0",
Zodiac Ventures Ltd,ZODIACVEN,"Real Estate","15.051036","0",,"0","0","0",
Comfort Commotrade Ltd,COMCL,"Commodities Trading","15.04002","0",,"0","0","0",
BKV Industries Ltd,BKV,"Packaged Foods & Meats","15.031472231999999","0",,"0","0","0",
Om Metallogic Ltd,OML,"Metals - Aluminium","15.01695289",,,,,,
Minolta Finance Ltd,MINOLTAF,"Diversified Financials","15","0",,"0","0","0",
Raconteur Global Resources Ltd,RACONTEUR,"Mining - Diversified","14.98120316","0",,"0","0","0",
Anuroop Packaging Ltd,ANUROOP,"Packaging","14.965762","0",,"0","0","0",
UR Sugar Industries Ltd,URSUGAR,"Trading Companies & Distributors","14.9625","0",,"0","0","0",
Regal Entertainment and Consultants Ltd,REGAL,"Diversified Financials","14.931634840000001",,,"0","0","0",
Ind Renewable Energy Ltd,INDRENEW,"Renewable Energy Equipment & Services","14.914591775999998","0",,"0","0","0",
Stellar Capital Services Ltd,STELLAR,"Consumer Finance","14.9020155","0",,"0","0","0",
Shree Manufacturing Co Ltd,SHRMFGC,"Textiles","14.865796107","0",,"0","0","0",
Associated Coaters Ltd,ASSOCIATED,"Building Products - Others","14.86524","0",,"0","0","0",
MFL India Ltd,MFLINDIA,"Logistics","14.771972","0",,"0","0","0",
Trustwave Securities Ltd,TRUSTWAVE,"Specialized Finance","14.742288","0",,"0","0","0",
Lypsa Gems & Jewellery Ltd,LYPSAGEMS,"Precious Metals, Jewellery & Watches","14.683032","0",,"0","0","0",
Econo Trade (India) Ltd,ETIL,"Diversified Financials","14.655616375","0",,"0","0","0",
Edelweiss Nifty 50 ETF,ENIFTY,"Equity","14.639929248",,,,,,
Visagar Polytex Ltd,VIVIDHA,"Textiles","14.6350267","0",,"0","0","0",
Jiwanram Sheoduttrai Industries Ltd,JIWANRAM,"Business Support Services","14.60145275","0",,"0","0","0",
BLT Logistics Ltd,BLT,"Logistics","14.57984",,,,,,
Ashtasidhhi Industries Ltd,GUJINV,"Diversified Financials","14.5241466","0",,"0","0","0",
Gautam Gems Ltd,GGL,"Precious Metals, Jewellery & Watches","14.5239885","0",,"0","0","0",
Solid Stone Co Ltd,SOLIDSTON,"Building Products - Others","14.52062","0",,"0","0","0",
UTI BSE Sensex Next 50 ETF,SNXT50BETA,"Equity","14.506019819999999","0",,"0","0","0",
DJS Stock and Shares Ltd,DJSSS,"Investment Banking & Brokerage","14.487552","0",,"0","0","0",
Opal Luxury Time Products Ltd,OPAL,"Precious Metals, Jewellery & Watches","14.4637458666737","0",,"0","0","0",
Kachchh Minerals Ltd,KACHCHH,"Mining - Diversified","14.4555543","0",,"0","0","0",
Perfect-Octave Media Projects Ltd,OCTAVE,"Movies & TV Serials","14.4352416","0",,"0","0","0",
Vikas Proppant & Granite Ltd,VIKASPROP,"Agro Products","14.4109","0",,"0","0","0",
Moongipa Capital Finance Ltd,MONGIPA,"Consumer Finance","14.3972724","0",,"0","0","0",
Octavius Plantations Ltd,OCTAVIUSPL,"Agro Products","14.397","0",,"0","0","0",
Mitshi India Ltd,MITSHI,"Conglomerates","14.3792","0",,"0","0","0",
Vivaa Tradecom Ltd,VIVAA,"Retail - Apparel","14.371875","0",,"0","0","0",
Beryl Securities Ltd,BERYLSE,"Diversified Financials","14.3648114","0",,"0","0","0",
Oxford Industries Ltd,OXFORDIN,"Textiles","14.2997001",,,,,,
KBS India Ltd,KBSINDIA,"Investment Banking & Brokerage","14.283968159999999","0",,"0","0","0",
Muller and Phipps (India) Ltd,MULLER,"FMCG - Personal Products","14.25","0",,"0","0","0",
Afloat Enterprises Ltd,ADISHAKTI,"Commodities Trading","14.19054","0",,"0","0","0",
Ganon Products Ltd,GANONPRO,"Commodities Trading","14.173789","0",,"0","0","0",
ICICI Prudential Nifty IT ETF,ITIETF,"Equity","14.159443712","0",,"0","0","0",
G K Consultants Ltd,GKCONS,"Diversified Financials","14.1171264","0",,"0","0","0",
Franklin Leasing and Finance Ltd,FRANKLIN,"Diversified Financials","14.0779008","0",,"0","0","0",
HDFC Nifty NEXT 50 ETF,HDFCNEXT50,"Equity","14.075981140000001","0",,"0","0","0",
HB Leasing and Finance Co Ltd,HBLEAS,"Diversified Financials","14.071827714","0",,"0","0","0",
Ishan International Ltd,ISHAN,"Industrial Machinery","14.05529385","0",,"0","0","0",
Jet Solar Ltd,JETINFRA,"Real Estate","14.049308","0",,"0","0","0",
Technopack Polymers Ltd,TECHNOPACK,"Packaging","14.04","0",,"0","0","0",
Manglam Global Corporations Ltd,MANGLAM,"Agro Products","14.03","0",,"0","0","0",
Sanghvi Brands Ltd,SBRANDS,"Wellness Services","13.96769508","0",,"0","0","0",
Supreme (India) Impex Ltd,SIIL,"Textiles","13.953295744999998","0",,"0","0","0",
Consecutive Commodities Ltd,CCDL,"Investment Banking & Brokerage","13.93305","0",,"0","0","0",
Bandhan Silver ETF,SILVERBND,"Silver","13.909139790000001",,,,,,
Natraj Proteins Ltd,NATRAJPR,"FMCG - Foods","13.90137","0",,"0","0","0",
DSP Nifty Private Bank ETF,PVTBANKADD,"Equity","13.89682272","0",,"0","0","0",
Eurotex Industries and Exports Ltd,EUROTEXIND,"Textiles","13.886035755000002","0",,"0","0","0",
S & T Corporation Ltd,STCORP,"Packaged Foods & Meats","13.878405380000002","0",,"0","0","0",
Tokyo Finance Ltd,TOKYOFIN,"Consumer Finance","13.870499","0",,"0","0","0",
Arrowhead Seperation Engineering Ltd,ARROWHEAD,"Industrial Machinery","13.847805","0",,"0","0","0",
Creative Eye Ltd,CREATIVEYE,"Movies & TV Serials","13.8401925","0",,"0","0","0",
G K P Printing & Packaging Ltd,GKP,"Packaging","13.837265328","0",,"0","0","0",
Prag Bosimi Synthetics Ltd,PRAGBOS,"Textiles","13.83523056","0",,"0","0","0",
Sabrimala Industries India Ltd,SIIL,"Technology Hardware","13.821197","0",,"0","0","0",
Edelweiss BSE Sensex ETF,ESENSEX,"Equity","13.816617363999999",,,,,,
Kalyani Commercials Ltd,KALYANI,"Consumer Finance","13.809","0",,"0","0","0",
Gyan Developers and Builders Ltd,GYANDEV,"Real Estate","13.8","0",,"0","0","0",
F G P Ltd,FGP,"Business Support Services","13.786364109","0",,"0","0","0",
Cemantic Infra-Tech Ltd,CEMAINFRA,"Construction & Engineering","13.7860965","0",,"0","0","0",
Angel One Nifty Total Market ETF,AONETOTAL,"Equity","13.778722672","0",,"0","0","0",
Coastal Roadways Ltd,COARO,"Logistics","13.774888930000001","0",,"0","0","0",
Universal Office Automation Ltd,UNIOFFICE,"Industrial Machinery","13.758872153999999","0",,"0","0","0",
Globe Multi Ventures Ltd,GLCL,"Commodities Trading","13.720572","0",,"0","0","0",
Radha Madhav Corporation Ltd,RMCL,"Packaging","13.70268","0",,"0","0","0",
Zinema Media and Entertainment Ltd,ZINEMA,"Animation","13.645611",,,"0","0","0",
Groarc Industries India Ltd,GROARC,"Biotechnology","13.630708313999998","0",,"0","0","0",
Varyaa Creations Ltd,VARYAA,"Precious Metals, Jewellery & Watches","13.62755","0",,"0","0","0",
Fruition venture Ltd,FRUTION,"Investment Banking & Brokerage","13.6","0",,"0","0","0",
Adinath Textiles Ltd,ADINATH,"Textiles","13.59462825","0",,"0","0","0",
United Interactive Ltd,UNITEDINT,"IT Services & Consulting","13.591513","0",,"0","0","0",
Ind Agiv Commerce Ltd,INDAGIV,"Technology Hardware","13.588209425","0",,"0","0","0",
Mihika Industries Ltd,MIHIKA,"Commodities Trading","13.58","0",,"0","0","0",
Tijaria Polypipes Ltd,TIJARIA,"Building Products - Pipes","13.568998446","0",,"0","0","0",
Karnavati Finance Ltd,KARNAVATI,"Consumer Finance","13.5675","0",,"0","0","0",
Velox Shipping and Logistics Ltd,VELOX,,"13.563774","0",,"0","0","0",
Veritaas Advertising Ltd,VERITAAS,"Advertising","13.5504","0",,"0","0","0",
Ahimsa Industries Ltd,AHIMSA,"Plastic Products","13.5207553","0",,"0","0","0",
Bothra Metals and Alloys Ltd,BMAL,"Metals - Aluminium","13.5171472","0",,"0","0","0",
Saptak Chem and Business Ltd,SCBL,"Fertilizers & Agro Chemicals","13.482246849000001","0",,"0","0","0",
ACI Infocom Ltd,ACIIN,"IT Services & Consulting","13.4798898","0",,"0","0","0",
NPR Finance Ltd,NPRFIN,"Consumer Finance","13.4766","0",,"0","0","0",
Tuni Textile Mills Ltd,TUNITEX,"Textiles","13.454993","0",,"0","0","0",
Alps Industries Ltd,ALPSINDUS,"Textiles","13.4161363","0",,"0","0","0",
Shree Krishna Infrastructure Ltd,SKIFL,"Real Estate","13.398","0",,"0","0","0",
Edelweiss Gold ETF,EGOLD,"Gold","13.350582","0",,"0","0","0",
Yogi Infra Projects Ltd,YOGISUNG,"Construction & Engineering","13.3250278","0",,"0","0","0",
Seasons Textiles Ltd,SEASONST,"Textiles","13.2877922","0",,"0","0","0",
Saroja Pharma Industries India Ltd,SAROJA,"Pharmaceuticals","13.2676038","0",,"0","0","0",
Sovereign Diamonds Ltd,SOVERDIA,"Precious Metals, Jewellery & Watches","13.260312582","0",,"0","0","0",
Reetech International Ltd,REETECH,"Commodities Trading","13.2519585","0",,"0","0","0",
OTCO International Ltd,OTCO,"IT Services & Consulting","13.2274824","0",,"0","0","0",
Garbi Finvest Ltd,GARBIFIN,"Consumer Finance","13.22047636","0",,"0","0","0",
Asia Pack Ltd,ASIAPAK,"Real Estate","13.1871","0",,"0","0","0",
S V Trading and Agencies Ltd,ZSVTRADI,"Investment Banking & Brokerage","13.1841","0",,"0","0","0",
Antarctica Ltd,ANTGRAPHIC,"Packaging","13.175816","0",,"0","0","0",
PBA Infrastructure Ltd,PBAINFRA,"Construction & Engineering","13.16304795","0",,"0","0","0",
Globale Tessile Ltd,GLOBALE,"Textiles","13.158520725","0",,"0","0","0",
Yunik Managing Advisors Ltd,YUNIKM,"Business Support Services","13.14473368","0",,"0","0","0",
Neopolitan Pizza and Foods Ltd,NPFL,"Restaurants & Cafes","13.107","0",,"0","0","0",
Citi Port Financial Services Ltd,CITIPOR,"Diversified Financials","13.1006","0",,"0","0","0",
Continental Chemicals Ltd,CONTCHM,"Software Services","13.100425","0",,"0","0","0",
Datiware Maritime Infra Ltd,DATIWARE,"Shipbuilding","13.1","0",,"0","0","0",
Market Creators Ltd,MKTCREAT,"Investment Banking & Brokerage","13.083","0",,"0","0","0",
Dolphin Kitchen Utensils and Appliances Ltd,DKUAL,"Commodities Trading","13.05884435","0",,"0","0","0",
Global Longlife Hospital and Research Ltd,GLHRL,"Hospitals & Diagnostic Centres","13.0515","0",,"0","0","0",
Garware Marine Industries Ltd,GARWAMAR,"Shipbuilding","13.020043472","0",,"0","0","0",
Niraj Ispat Industries Ltd,NIRAJISPAT,"Textiles","13.02","0",,"0","0","0",
Edelweiss BSE Capital Markets & Insurance ETF,ECAPINSURE,"Equity","13.0017776","0",,"0","0","0",
JMJ Fintech Ltd,JMJFIN,"Education Services","12.9792","0",,"0","0","0",
Anna Infrastructures Ltd,ANNAINFRA,"Real Estate","12.9238","0",,"0","0","0",
White Organic Agro Ltd,WHITEORG,"FMCG - Foods","12.915","0",,"0","0","0",
Link Pharmachem Ltd,LINKPH,"Commodity Chemicals","12.890968904000001","0",,"0","0","0",
Sibar Auto Parts Ltd,SIBARAUT,"Auto Parts","12.889578","0",,"0","0","0",
SI Capital & Financial Services Ltd,SICAPIT,"Tour & Travel Services","12.8775","0",,"0","0","0",
Prabhu Steel Industries Ltd,ZPRBHSTE,"Iron & Steel","12.852225","0",,"0","0","0",
ICICI Prudential Nifty PSU Bank ETF,PSUBNKIETF,"Equity","12.851369693","0",,"0","0","0",
J J Finance Corporation Ltd,JJFINCOR,"Diversified Financials","12.81972","0",,"0","0","0",
ICICI Prudential Nifty Metal ETF,METALIETF,"Equity","12.81104955","0",,"0","0","0",
Goenka Business & Finance Ltd,GBFL,"Diversified Financials","12.7920984","0",,"0","0","0",
Jackson Investments Ltd,JACKSON,"Investment Banking & Brokerage","12.7911542","0",,"0","0","0",
Norris Medicines Ltd,NORRIS,"Pharmaceuticals","12.7608932","0",,"0","0","0",
Suncare Traders Ltd,SCTL,"Commodities Trading","12.75","0",,"0","0","0",
Surya India Ltd,SURYAINDIA,"Real Estate","12.7491434","0",,"0","0","0",
R J Shah and Company Ltd,RJSHAH,"Construction & Engineering","12.74455","0",,"0","0","0",
Infronics Systems Ltd,INFRONICS,"IT Services & Consulting","12.737822827","0",,"0","0","0",
Uniinfo Telecom Services Ltd,UNIINFO,"Telecom Services","12.7248128","0",,"0","0","0",
Mirae Asset BSE Sensex ETF,SENSEXETF,"Equity","12.721782557","0",,"0","0","0",
Unipro Technologies Ltd,UPROTECH,"Software Services","12.7052712",,,,,,
Emmessar Biotech and Nutrition Ltd,EMMESSA,"Pharmaceuticals","12.6950901","0",,"0","0","0",
Parmax Pharma Ltd,PARMAX,"Pharmaceuticals","12.6792657","0",,"0","0","0",
UTI Nifty 5 yr Benchmark G-Sec ETF,GILT5BETA,"Debt","12.658165299","0",,"0","0","0",
Raj Packaging Industries Ltd,RAJPACK,"Packaging","12.61251","0",,"0","0","0",
Sumeru Industries Ltd,SUMERUIND,"Business Support Services","12.6","0",,"0","0","0",
Sungold Media and Entertainment Ltd,SMEL,"Advertising","12.584","0",,"0","0","0",
Diggi Multitrade Ltd,DML,"Real Estate","12.58075","0",,"0","0","0",
Ushakiran Finance Ltd,USHAKIRA,"Diversified Financials","12.56983","0",,"0","0","0",
VCU Data Management Ltd,VCU,"Electronic Equipments","12.555","0",,"0","0","0",
GCM Securities Ltd,GCMSECU,"Investment Banking & Brokerage","12.53736","0",,"0","0","0",
Cian Healthcare Ltd,CHCL,"Pharmaceuticals","12.522877764","0",,"0","0","0",
Usha Martin Education And Solutions Ltd,UMESLTD,"Education Services","12.521094414","0",,"0","0","0",
Svaraj Trading and Agencies Ltd,ZSVARAJT,"Commodities Trading","12.508","0",,"0","0","0",
Golden Legand Leasing and Finance Ltd,GOLDLEG,"Specialized Finance","12.47593","0",,"0","0","0",
Asian Warehousing Ltd,ASIAN,"Advertising","12.449304","0",,"0","0","0",
Resourceful Automobile Ltd,RAL,"Retail - Speciality","12.41919882","0",,"0","0","0",
Shree Karthik Papers Ltd,SHKARTP,"Paper Products","12.40239","0",,"0","0","0",
Neil Industries Ltd,NEIL,"Diversified Financials","12.3967288","0",,"0","0","0",
Gemstone Investments Ltd,GEMSI,"Consumer Finance","12.33375","0",,"0","0","0",
Suvidha Infraestate Corporation Ltd,SICL,"Construction & Engineering","12.312064","0",,"0","0","0",
HDFC Nifty Growth Sectors 15 ETF,HDFCGROWTH,"Equity","12.297759209999999","0",,"0","0","0",
The Wealth Company Gold ETF,TWCGOLDETF,"Gold","12.294202776",,,,,,
SRG Fingrow Finance Ltd,SRGFFL,"Specialized Finance","12.255912","0",,"0","0","0",
Mish Designs Ltd,MISHDESIGN,"Apparel & Accessories","12.25455","0",,"0","0","0",
CitiChem India Ltd,CITICHEM,"Specialty Chemicals","12.24","0",,"0","0","0",
Bindal Exports Ltd,BINDALEXPO,"Textiles","12.237064","0",,"0","0","0",
Scintilla Commercial & Credit Ltd,SCC,"Specialized Finance","12.213832386","0",,"0","0","0",
MT Educare Ltd,MTEDUCARE,"Education Services","12.206541126000001","0",,"0","0","0",
Ortin Global Ltd,ORTINGLOBE,"Pharmaceuticals","12.197088","0",,"0","0","0",
DAPS Advertising Ltd,DAPS,"Advertising","12.1868895","0",,"0","0","0",
Sri Nachammai Cotton Mills Ltd,SRINACHA,"Textiles","12.1862","0",,"0","0","0",
Panther Industrial Products Ltd,PANIDPR,"Investment Banking & Brokerage","12.1800609","0",,"0","0","0",
Natura Hue Chem Ltd,NATHUEC,"Ports","12.1540196","0",,"0","0","0",
Indo-City Infotech Ltd,INDOCITY,"Diversified Financials","12.1264","0",,"0","0","0",
Motilal Oswal Silver ETF,MOSILVER,"Silver","12.11511",,,,,,
Vanta Bioscience Ltd,VANTABIO,"Labs & Life Sciences Services","12.097512","0",,"0","0","0",
New Light Industries Ltd,NEWLIGHT,"Apparel & Accessories","12.0888207","0",,"0","0","0",
Frontier Capital Ltd,FRONTCAP,"Diversified Financials","12.051995197","0",,"0","0","0",
Elegant Floriculture & Agrotech (India) Ltd,ELEFLOR,"Agro Products","12.0110438","0",,"0","0","0",
Samyak International Ltd,SAMYAKINT,"Commodities Trading","11.9958","0",,"0","0","0",
Hemo Organic Ltd,HEMORGANIC,"Pharmaceuticals","11.9947273","0",,"0","0","0",
Compuage Infocom Ltd,COMPINFO,"Technology Hardware","11.921760895999999","0",,"0","0","0",
Rander Corp Ltd,RANDER,"Real Estate","11.917542","0",,"0","0","0",
Galada Finance Ltd,GALADAFIN,"Investment Banking & Brokerage","11.85","0",,"0","0","0",
BKM Industries Ltd,BKMINDST,"Packaging","11.796128971156099","0",,"0","0","0",
Shukra Jewellery Ltd,SHUKJEW,"Precious Metals, Jewellery & Watches","11.7947632","0",,"0","0","0",
Shivagrico Implements Ltd,SHIVAGR,"Agricultural & Farm Machinery","11.78196",,,"0","0","0","0"
KCD Industries India Ltd,KCDGROUP,"Real Estate","11.75917761","0",,"0","0","0",
Educomp Solutions Ltd,EDUCOMP,"Education Services","11.756848128","0",,"0","0","0",
DSP BSE Liquid Rate ETF,LIQUIDADD,"Equity","11.755577229","0",,"0","0","0",
Motilal Oswal BSE Healthcare ETF,MOHEALTH,"Equity","11.746150565","0",,"0","0","0",
Vishvprabha Ventures Ltd,VISVEN,"Investment Banking & Brokerage","11.733718866","0",,"0","0","0",
Vedant Asset Ltd,VEDANTASSET,"Specialized Finance","11.7285152","0",,"0","0","0",
Tirth Plastic Ltd,TIRTPLS,"Building Products - Others","11.72309112",,,"0","0","0","0"
SDC Techmedia Ltd,SDC,"Rail","11.7189625","0",,"0","0","0",
Univa Foods Ltd,UNIVAFOODS,"Hotels, Resorts & Cruise Lines","11.7017276","0",,"0","0","0",
Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,ABGSEC,"Equity","11.676287854","0",,"0","0","0",
Mirae Asset Nifty 1D Rate Liquid ETF   Growth,LIQUIDPLUS,"Debt","11.653859525","0",,"0","0","0",
Computer Point Ltd,COMPUPN,"IT Services & Consulting","11.6105031","0",,"0","0","0",
Western Overseas Study Abroad Ltd,WOSAL,"Education Services","11.5731",,,,,,
Lords Ishwar Hotels Ltd,LORDSHOTL,"Hotels, Resorts & Cruise Lines","11.57103","0",,"0","0","0",
Parampara Dairy Delights Ltd,PARAMPARA,"Packaging","11.55","0",,"0","0","0",
Nivaka Fashions Ltd,NIVAKA,"Apparel & Accessories","11.50128","0",,"0","0","0",
Rajdarshan Industries Ltd,ARENTERP,"Mining - Diversified","11.50071","0",,"0","0","0",
Dhanuka Infra Realty Ltd,DIRL,"Real Estate","11.4957482","0",,"0","0","0",
Amforge Industries Ltd,AMFORG,"Consumer Finance","11.495382388","0",,"0","0","0",
Kizi Apparels Ltd,KIZI,"Apparel & Accessories","11.494224","0",,"0","0","0",
Kahan Packaging Ltd,KAHAN,"Packaging","11.424","0",,"0","0","0",
Pan Electronics (India) Ltd,PANELEC,"Electrical Components & Equipments","11.408","0",,"0","0","0",
GTN Textiles Ltd,GTNTEX,"Textiles","11.40766844","0",,"0","0","0",
Quality Foils (India) Ltd,QFIL,"Metals - Diversified","11.38746","0",,"0","0","0",
Southern Infoconsultants Ltd,SOUTHERNIN,"IT Services & Consulting","11.38034","0",,"0","0","0",
Quadpro Ites Ltd,QUADPRO,"Business Support Services","11.37375","0",,"0","0","0",
Amiable Logistics (India) Ltd,AMIABLE,"Logistics","11.345818","0",,"0","0","0",
Super Fine Knitters Ltd,SKL,"Apparel & Accessories","11.33965905","0",,"0","0","0",
Blue Chip India Ltd,BLUECHIP,"Asset Management","11.3373897","0",,"0","0","0",
HDFC NIFTY Midcap 150 ETF,HDFCMID150,"Equity","11.32645341","0",,"0","0","0",
United Leasing & Industries Ltd,UNTTEMI,"Textiles","11.31","0",,"0","0","0",
ICICI Prudential Nifty Infrastructure ETF,INFRAIETF,"Equity","11.292412896","0",,"0","0","0",
New Markets Avenue Ltd,NEWMKTAVE,"IT Services & Consulting","11.2879","0",,"0","0","0",
Humming Bird Education Ltd,HBEL,"Education Services","11.27307","0",,"0","0","0",
Svam Software Ltd,SVAMSOF,"Software Services","11.264963","0",,"0","0","0",
Rajasthan Cylinders and Containers Ltd,RCCL,"Oil & Gas - Storage & Transportation","11.26134325","0",,"0","0","0",
Shangar Decor Ltd,SHANGAR,"Home Furnishing","11.261168",,,"0","0","0","0"
Sheshadri Industries Ltd,SHESHAINDS,"Textiles","11.253280213","0",,"0","0","0",
India Lease Development Ltd,INDLEASE,"Specialized Finance","11.245722615","0",,"0","0","0",
Jindal Cotex Ltd,JINDCOT,"Textiles","11.244586979249599","0",,"0","0","0",
Pyxis Finvest Ltd,PYXISFIN,"Diversified Financials","11.226522959999999","0",,"0","0","0",
Billwin Industries Ltd,BILLWIN,"Apparel & Accessories","11.22255894","0",,"0","0","0",
Santosh Fine Fab Ltd,SANTOSHF,"Textiles","11.2223264",,,"0","0","0","0"
Goblin India Ltd,GOBLIN,"Retail - Speciality","11.19328956","0",,"0","0","0",
Bandhan Gold ETF,GOLDBND,"Gold","11.154700518",,,,,,
Monind Ltd,MONIND,"Metals - Diversified","11.128455026000001","0",,"0","0","0",
Typhoon Financial Services Ltd,TFSL,"Diversified Financials","11.0692134","0",,"0","0","0",
Sujala Trading & Holdings Ltd,SUJALA,"Diversified Financials","11.0658645","0",,"0","0","0",
Kumbhat Financial Services Ltd,KUMPFIN,"Diversified Financials","11.039616",,,"0","0","0","0"
SMVD Polypack Ltd,SMVD,"Packaging","11.0331155","0",,"0","0","0",
ICICI Prudential Nifty 200 Quality 30 ETF,QUAL30IETF,"Equity","11.02903263","0",,"0","0","0",
Mirae Asset Nifty IT ETF,ITETF,"Equity","11.015933677","0",,"0","0","0",
Rajasthan Petro Synthetics Ltd,RAJSPTR,"Logistics","11.0088691424795",,,"0","0","0",
Ishaan Infrastructures and Shelters Ltd,IISL,"Construction & Engineering","11.00682","0",,"0","0","0",
Tarai Foods Ltd,TARAI,"Packaged Foods & Meats","10.9914344","0",,"0","0","0",
East Buildtech Ltd,EASTBUILD,"Real Estate","10.9661424","0",,"0","0","0",
DSP Nifty Healthcare ETF,HEALTHADD,"Equity","10.95439968","0",,"0","0","0",
Sarthak Global Ltd,SARTHAKGL,"Investment Banking & Brokerage","10.953",,,"0","0","0",
Nexus Surgical and Medicare Ltd,NEXUSSURGL,"Pharmaceuticals","10.9492719","0",,"0","0","0",
Shrydus Industries Ltd,SHRYDUS,"Commodity","10.948820832","0",,"0","0","0",
Kinetic Trust Ltd,KINETRU,"Investment Banking & Brokerage","10.94016",,,"0","0","0",
Aditya Birla Sun Life CRISIL 10 Year Gilt ETF,GSEC10ABSL,"Equity","10.9227156","0",,"0","0","0",
Jauss Polymers Ltd,JAUSPOL,"Packaging","10.902480275","0",,"0","0","0",
Garware Synthetics Ltd,GARWSYN,"Textiles","10.8974964","0",,"0","0","0",
Kuwer Industries Ltd,KUWERIN,"Packaging","10.8912864","0",,"0","0","0",
Clio Infotech Ltd,CLIOINFO,"Consumer Finance","10.88982955","0",,"0","0","0",
Getalong Enterprise Ltd,GETALONG,"Business Support Services","10.87624","0",,"0","0","0",
Broach Lifecare Hospital Ltd,BROACH,"Hospitals & Diagnostic Centres","10.85383944","0",,"0","0","0",
Kuber Udyog Ltd,KUBERJI,"Specialty Chemicals","10.84828","0",,"0","0","0",
NB Footwear Ltd,NBFOOT,"Apparel & Accessories","10.827","0",,"0","0","0",
Bajaj Finserv Nifty 1D Rate Liquid ETF - Growth,LIQUIDBETF,"Debt","10.82165889","0",,"0","0","0",
Jonjua Overseas Ltd,JONJUA,"Conglomerates","10.801928412","0",,"0","0","0",
First Custodian Fund (India) Ltd,1STCUS,"Investment Banking & Brokerage","10.8","0",,"0","0","0",
Catvision Ltd,CATVISION,"Communication & Networking","10.798128","0",,"0","0","0",
HDFC NIFTY Smallcap 250 ETF,HDFCSML250,"Equity","10.792161054000001","0",,"0","0","0",
Arihant's Securities Ltd,ARISE,"Diversified Financials","10.79","0",,"0","0","0",
DCM Financial Services Ltd,DCMFINSERV,"Consumer Finance","10.774901298","0",,"0","0","0",
Mideast Portfolio Management Ltd,MIDEASTP,"Investment Banking & Brokerage","10.75414","0",,"0","0","0",
Kush Industries Ltd,KUSHIND,"Textiles","10.72075","0",,"0","0","0",
Inani Securities Ltd,INANISEC,"Investment Banking & Brokerage","10.710595","0",,"0","0","0",
Jayabharat Credit Ltd,JAYBHCR,"Specialized Finance","10.71","0",,"0","0","0",
Samtex Fashions Ltd,SAMTEX,"Apparel & Accessories","10.6535","0",,"0","0","0",
Euphoria Infotech (India) Ltd,EUPHORIAIT,"IT Services & Consulting","10.6062983","0",,"0","0","0",
